customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_sum,segment
CUST01992,195,4,3094.04,2,2,3,7,Needs Attention
CUST01993,212,1,1120.86,2,1,1,4,Other
CUST01994,162,6,6601.72,2,3,4,9,Needs Attention
CUST01995,80,3,2605.47,3,2,3,8,Loyal Customers
CUST01996,265,3,1318.49,2,2,2,6,Needs Attention
CUST01997,129,2,1367.7399999999998,3,1,2,6,Promising / New
CUST01998,1,8,4585.79,4,4,4,12,Champions
CUST01999,154,5,3205.2200000000003,3,3,3,9,Champions
CUST02000,355,1,708.6899999999999,1,1,1,3,Hibernating / Lost
CUST02001,27,4,1311.1200000000001,4,2,1,7,Loyal Customers
CUST02002,458,4,1750.8,1,2,2,5,Hibernating / Lost
CUST02003,184,8,5711.24,2,4,4,10,Needs Attention
CUST02004,132,4,4608.78,3,2,4,9,Loyal Customers
CUST02005,49,3,978.0999999999999,4,2,1,7,Loyal Customers
CUST02006,468,1,260.43,1,1,1,3,Hibernating / Lost
CUST02007,70,3,483.87,3,2,1,6,Loyal Customers
CUST02008,396,6,2784.52,1,3,3,7,At Risk
CUST02009,52,4,2310.2999999999997,4,2,2,8,Loyal Customers
CUST02010,98,6,5174.540000000001,3,3,4,10,Champions
CUST02011,189,9,6519.61,2,4,4,10,Needs Attention
CUST02012,196,5,2791.67,2,3,3,8,Needs Attention
CUST02013,312,4,1320.75,1,2,2,5,Hibernating / Lost
CUST02014,13,7,2619.42,4,4,3,11,Champions
CUST02015,115,6,2583.7300000000005,3,3,3,9,Champions
CUST02016,243,4,2532.39,2,2,3,7,Needs Attention
CUST02017,183,3,2182.3100000000004,2,2,2,6,Needs Attention
CUST02018,96,1,1882.44,3,1,2,6,Promising / New
CUST02019,117,10,6853.969999999999,3,4,4,11,Champions
CUST02020,63,5,1289.96,3,3,1,7,Loyal Customers
CUST02021,26,4,3087.52,4,2,3,9,Loyal Customers
CUST02022,159,2,774.77,2,1,1,4,Other
CUST02023,101,5,3716.12,3,3,4,10,Champions
CUST02024,57,3,889.11,4,2,1,7,Loyal Customers
CUST02025,151,3,2055.6000000000004,3,2,2,7,Loyal Customers
CUST02026,237,4,1425.85,2,2,2,6,Needs Attention
CUST02027,188,1,116.51,2,1,1,4,Other
CUST02028,3,7,4207.37,4,4,4,12,Champions
CUST02029,226,6,3183.27,2,3,3,8,Needs Attention
CUST02030,266,4,2353.31,2,2,3,7,Needs Attention
CUST02031,165,4,2272.66,2,2,2,6,Needs Attention
CUST02032,278,6,4104.79,1,3,4,8,At Risk
CUST02033,284,6,3516.51,1,3,3,7,At Risk
CUST02034,125,1,180.81,3,1,1,5,Promising / New
CUST02035,1,7,3971.27,4,4,4,12,Champions
CUST02036,40,3,1735.5,4,2,2,8,Loyal Customers
CUST02037,69,4,1173.53,3,2,1,6,Loyal Customers
CUST02038,157,5,2809.02,3,3,3,9,Champions
CUST02039,4,2,1117.75,4,1,1,6,Promising / New
CUST02040,196,7,2690.7599999999998,2,4,3,9,Needs Attention
CUST02041,360,2,1413.56,1,1,2,4,Hibernating / Lost
CUST02042,24,6,3207.12,4,3,3,10,Champions
CUST02043,69,5,2065.41,3,3,2,8,Loyal Customers
CUST02044,86,8,4534.1,3,4,4,11,Champions
CUST02045,264,9,3664.39,2,4,4,10,Needs Attention
CUST02046,1,7,4987.62,4,4,4,12,Champions
CUST02047,139,7,2623.2400000000002,3,4,3,10,Champions
CUST02048,225,5,1982.37,2,3,2,7,Needs Attention
CUST02049,47,9,2405.29,4,4,3,11,Champions
CUST02050,147,5,3324.72,3,3,3,9,Champions
CUST02051,231,7,2785.93,2,4,3,9,Needs Attention
CUST02052,335,5,4395.66,1,3,4,8,At Risk
CUST02053,93,6,1463.54,3,3,2,8,Loyal Customers
CUST02055,2,15,8054.139999999999,4,4,4,12,Champions
CUST02056,145,6,1881.27,3,3,2,8,Loyal Customers
CUST02057,129,1,443.66,3,1,1,5,Promising / New
CUST02058,86,6,2965.68,3,3,3,9,Champions
CUST02059,133,4,1533.78,3,2,2,7,Loyal Customers
CUST02060,236,8,6672.01,2,4,4,10,Needs Attention
CUST02061,8,6,5438.27,4,3,4,11,Champions
CUST02062,2,7,2572.32,4,4,3,11,Champions
CUST02063,255,2,1779.0900000000001,2,1,2,5,Other
CUST02064,50,7,1783.43,4,4,2,10,Loyal Customers
CUST02065,199,3,1690.31,2,2,2,6,Needs Attention
CUST02066,190,3,1504.3600000000001,2,2,2,6,Needs Attention
CUST02067,130,3,1809.8600000000001,3,2,2,7,Loyal Customers
CUST02069,219,4,2616.13,2,2,3,7,Needs Attention
CUST02070,276,4,2290.1800000000003,1,2,2,5,Hibernating / Lost
CUST02071,33,6,3325.68,4,3,3,10,Champions
CUST02072,160,5,3179.96,2,3,3,8,Needs Attention
CUST02073,303,4,2350.7200000000003,1,2,3,6,Hibernating / Lost
CUST02074,286,3,3384.6499999999996,1,2,3,6,Hibernating / Lost
CUST02075,142,8,3445.38,3,4,3,10,Champions
CUST02076,112,4,1819.3700000000001,3,2,2,7,Loyal Customers
CUST02077,91,7,4628.14,3,4,4,11,Champions
CUST02078,80,4,3148.84,3,2,3,8,Loyal Customers
CUST02079,344,2,1287.06,1,1,1,3,Hibernating / Lost
CUST02080,274,8,6110.09,1,4,4,9,At Risk
CUST02081,51,2,1142.62,4,1,1,6,Promising / New
CUST02082,262,7,2848.81,2,4,3,9,Needs Attention
CUST02083,309,1,1403.01,1,1,2,4,Hibernating / Lost
CUST02084,58,4,825.91,4,2,1,7,Loyal Customers
CUST02085,380,1,402.32,1,1,1,3,Hibernating / Lost
CUST02086,116,4,637.8100000000001,3,2,1,6,Loyal Customers
CUST02087,100,4,1448.49,3,2,2,7,Loyal Customers
CUST02088,117,5,3096.56,3,3,3,9,Champions
CUST02089,364,1,763.75,1,1,1,3,Hibernating / Lost
CUST02090,198,6,5391.299999999999,2,3,4,9,Needs Attention
CUST02091,24,6,5018.51,4,3,4,11,Champions
CUST02092,315,3,270.36,1,2,1,4,Hibernating / Lost
CUST02093,37,5,1587.8100000000002,4,3,2,9,Loyal Customers
CUST02094,302,11,4982.06,1,4,4,9,At Risk
CUST02095,311,4,2859.97,1,2,3,6,Hibernating / Lost
CUST02096,56,8,4510.65,4,4,4,12,Champions
CUST02097,3,3,1893.52,4,2,2,8,Loyal Customers
CUST02098,23,2,657.45,4,1,1,6,Promising / New
CUST02099,97,5,2788.4,3,3,3,9,Champions
CUST02100,322,7,5939.69,1,4,4,9,At Risk
CUST02101,10,7,4744.4400000000005,4,4,4,12,Champions
CUST02102,154,5,3942.15,3,3,4,10,Champions
CUST02103,253,4,2047.0300000000002,2,2,2,6,Needs Attention
CUST02104,174,7,3506.0099999999998,2,4,3,9,Needs Attention
CUST02105,18,7,3125.4,4,4,3,11,Champions
CUST02106,236,8,2438.3900000000003,2,4,3,9,Needs Attention
CUST02107,38,6,3455.92,4,3,3,10,Champions
CUST02108,313,2,756.29,1,1,1,3,Hibernating / Lost
CUST02109,65,3,1564.8899999999999,3,2,2,7,Loyal Customers
CUST02110,139,6,5943.09,3,3,4,10,Champions
CUST02111,260,8,2596.9300000000003,2,4,3,9,Needs Attention
CUST02112,100,3,1349.6299999999999,3,2,2,7,Loyal Customers
CUST02113,11,3,1364.51,4,2,2,8,Loyal Customers
CUST02114,23,4,1143.3799999999999,4,2,1,7,Loyal Customers
CUST02115,97,2,854.8000000000001,3,1,1,5,Promising / New
CUST02116,337,7,4153.43,1,4,4,9,At Risk
CUST02117,6,9,4226.92,4,4,4,12,Champions
CUST02118,101,8,2853.66,3,4,3,10,Champions
CUST02119,96,1,272.87,3,1,1,5,Promising / New
CUST02120,40,4,1268.71,4,2,1,7,Loyal Customers
CUST02121,68,5,2308.3500000000004,3,3,2,8,Loyal Customers
CUST02122,4,5,1820.63,4,3,2,9,Loyal Customers
CUST02123,142,5,5830.25,3,3,4,10,Champions
CUST02124,147,7,3990.37,3,4,4,11,Champions
CUST02125,92,7,2856.15,3,4,3,10,Champions
CUST02127,8,4,1807.72,4,2,2,8,Loyal Customers
CUST02128,130,4,3308.71,3,2,3,8,Loyal Customers
CUST02129,400,7,4523.1,1,4,4,9,At Risk
CUST02130,337,6,3402.32,1,3,3,7,At Risk
CUST02131,76,3,1160.98,3,2,1,6,Loyal Customers
CUST02132,1,4,2736.5699999999997,4,2,3,9,Loyal Customers
CUST02133,188,5,3990.44,2,3,4,9,Needs Attention
CUST02134,171,12,7258.9800000000005,2,4,4,10,Needs Attention
CUST02135,33,6,5340.3,4,3,4,11,Champions
CUST02136,122,5,2526.13,3,3,3,9,Champions
CUST02137,201,1,301.67999999999995,2,1,1,4,Other
CUST02138,509,10,7189.8,1,4,4,9,At Risk
CUST02139,224,3,3703.12,2,2,4,8,Needs Attention
CUST02140,162,2,546.57,2,1,1,4,Other
CUST02141,124,2,1127.83,3,1,1,5,Promising / New
CUST02142,31,6,1299.72,4,3,1,8,Loyal Customers
CUST02143,8,2,397.76,4,1,1,6,Promising / New
CUST02144,101,1,689.46,3,1,1,5,Promising / New
CUST02145,105,4,2639.77,3,2,3,8,Loyal Customers
CUST02146,201,3,2610.37,2,2,3,7,Needs Attention
CUST02147,70,10,6564.27,3,4,4,11,Champions
CUST02148,22,3,1232.4100000000003,4,2,1,7,Loyal Customers
CUST02150,22,3,1696.9500000000003,4,2,2,8,Loyal Customers
CUST02151,240,7,2592.53,2,4,3,9,Needs Attention
CUST02152,295,5,2297.04,1,3,2,6,At Risk
CUST02153,5,3,1740.39,4,2,2,8,Loyal Customers
CUST02155,82,5,1094.6000000000001,3,3,1,7,Loyal Customers
CUST02156,45,2,852.48,4,1,1,6,Promising / New
CUST02157,238,7,5245.07,2,4,4,10,Needs Attention
CUST02158,170,6,1153.54,2,3,1,6,Needs Attention
CUST02159,23,5,2268.29,4,3,2,9,Loyal Customers
CUST02160,215,3,1951.4699999999998,2,2,2,6,Needs Attention
CUST02161,55,4,1590.81,4,2,2,8,Loyal Customers
CUST02162,366,11,5769.76,1,4,4,9,At Risk
CUST02163,268,3,1067.46,2,2,1,5,Needs Attention
CUST02164,7,3,802.3199999999999,4,2,1,7,Loyal Customers
CUST02165,21,1,648.1600000000001,4,1,1,6,Promising / New
CUST02166,14,3,1052.28,4,2,1,7,Loyal Customers
CUST02167,251,3,957.19,2,2,1,5,Needs Attention
CUST02168,75,3,1331.1599999999999,3,2,2,7,Loyal Customers
CUST02169,1,13,8758.18,4,4,4,12,Champions
CUST02170,1,8,3498.24,4,4,3,11,Champions
CUST02171,278,7,3481.8500000000004,1,4,3,8,At Risk
CUST02172,52,7,3391.2,4,4,3,11,Champions
CUST02173,1,5,4317.82,4,3,4,11,Champions
CUST02174,72,6,3860.34,3,3,4,10,Champions
CUST02175,326,8,3118.9,1,4,3,8,At Risk
CUST02176,11,4,1514.28,4,2,2,8,Loyal Customers
CUST02177,455,4,1914.77,1,2,2,5,Hibernating / Lost
CUST02178,243,10,3911.4800000000005,2,4,4,10,Needs Attention
CUST02179,181,2,910.9300000000001,2,1,1,4,Other
CUST02180,157,6,1520.12,3,3,2,8,Loyal Customers
CUST02181,111,2,1069.3700000000001,3,1,1,5,Promising / New
CUST02182,276,2,591.03,1,1,1,3,Hibernating / Lost
CUST02183,98,7,5272.56,3,4,4,11,Champions
CUST02184,186,2,2016.1899999999998,2,1,2,5,Other
CUST02185,142,5,2649.81,3,3,3,9,Champions
CUST02186,160,4,2008.9200000000003,2,2,2,6,Needs Attention
CUST02187,343,2,499.28999999999996,1,1,1,3,Hibernating / Lost
CUST02188,199,6,6030.26,2,3,4,9,Needs Attention
CUST02189,252,5,3105.1499999999996,2,3,3,8,Needs Attention
CUST02190,136,6,2601.8399999999997,3,3,3,9,Champions
CUST02191,267,5,3215.89,2,3,3,8,Needs Attention
CUST02192,142,6,1952.13,3,3,2,8,Loyal Customers
CUST02193,237,2,2423.4900000000002,2,1,3,6,Other
CUST02194,352,6,4024.8300000000004,1,3,4,8,At Risk
CUST02195,83,1,544.52,3,1,1,5,Promising / New
CUST02196,63,3,1031.76,3,2,1,6,Loyal Customers
CUST02197,262,5,2686.11,2,3,3,8,Needs Attention
CUST02198,16,6,2228.6600000000003,4,3,2,9,Loyal Customers
CUST02199,59,3,908.3499999999999,3,2,1,6,Loyal Customers
CUST02200,53,2,384.83,4,1,1,6,Promising / New
CUST02201,288,6,2927.48,1,3,3,7,At Risk
CUST02202,479,4,1642.9299999999998,1,2,2,5,Hibernating / Lost
CUST02203,447,6,5249.75,1,3,4,8,At Risk
CUST02204,79,5,1405.63,3,3,2,8,Loyal Customers
CUST02205,202,5,2146.6000000000004,2,3,2,7,Needs Attention
CUST02206,78,5,4838.34,3,3,4,10,Champions
CUST02207,445,1,362.35,1,1,1,3,Hibernating / Lost
CUST02208,7,4,2097.06,4,2,2,8,Loyal Customers
CUST02209,211,4,3516.7799999999997,2,2,3,7,Needs Attention
CUST02210,34,2,259.51,4,1,1,6,Promising / New
CUST02211,137,2,1334.95,3,1,2,6,Promising / New
CUST02212,83,10,3952.4300000000003,3,4,4,11,Champions
CUST02213,203,2,629.0500000000001,2,1,1,4,Other
CUST02214,299,2,588.8199999999999,1,1,1,3,Hibernating / Lost
CUST02215,222,8,5261.6,2,4,4,10,Needs Attention
CUST02216,61,4,1575.48,3,2,2,7,Loyal Customers
CUST02217,216,6,4215.54,2,3,4,9,Needs Attention
CUST02218,1,7,4013.73,4,4,4,12,Champions
CUST02219,334,3,1143.77,1,2,1,4,Hibernating / Lost
CUST02220,409,2,932.91,1,1,1,3,Hibernating / Lost
CUST02221,6,4,4123.45,4,2,4,10,Loyal Customers
CUST02222,89,5,2152.56,3,3,2,8,Loyal Customers
CUST02223,324,8,3946.23,1,4,4,9,At Risk
CUST02224,185,4,1465.26,2,2,2,6,Needs Attention
CUST02225,150,2,269.37,3,1,1,5,Promising / New
CUST02226,74,2,1059.16,3,1,1,5,Promising / New
CUST02227,42,4,1134.15,4,2,1,7,Loyal Customers
CUST02228,15,5,2779.16,4,3,3,10,Champions
CUST02229,257,11,3757.1099999999997,2,4,4,10,Needs Attention
CUST02230,8,2,1197.59,4,1,1,6,Promising / New
CUST02231,88,2,912.0,3,1,1,5,Promising / New
CUST02232,470,4,2224.83,1,2,2,5,Hibernating / Lost
CUST02233,4,4,3194.71,4,2,3,9,Loyal Customers
CUST02234,239,5,3372.33,2,3,3,8,Needs Attention
CUST02235,200,3,1205.86,2,2,1,5,Needs Attention
CUST02236,73,6,5346.0599999999995,3,3,4,10,Champions
CUST02237,111,6,4676.77,3,3,4,10,Champions
CUST02238,383,1,1426.4,1,1,2,4,Hibernating / Lost
CUST02239,228,8,3144.1,2,4,3,9,Needs Attention
CUST02240,31,2,584.98,4,1,1,6,Promising / New
CUST02241,283,10,5651.57,1,4,4,9,At Risk
CUST02242,102,3,1458.05,3,2,2,7,Loyal Customers
CUST02243,145,8,3238.55,3,4,3,10,Champions
CUST02244,380,11,4424.1900000000005,1,4,4,9,At Risk
CUST02245,116,1,367.2,3,1,1,5,Promising / New
CUST02246,66,4,1074.42,3,2,1,6,Loyal Customers
CUST02247,166,5,1454.08,2,3,2,7,Needs Attention
CUST02248,383,5,2327.7200000000003,1,3,3,7,At Risk
CUST02249,428,2,87.83,1,1,1,3,Hibernating / Lost
CUST02250,193,6,3636.34,2,3,4,9,Needs Attention
CUST02251,211,4,691.84,2,2,1,5,Needs Attention
CUST02252,189,3,1856.42,2,2,2,6,Needs Attention
CUST02253,146,7,3526.86,3,4,3,10,Champions
CUST02254,103,1,442.67,3,1,1,5,Promising / New
CUST02255,349,10,4824.83,1,4,4,9,At Risk
CUST02256,152,2,375.29,3,1,1,5,Promising / New
CUST02257,80,6,2020.95,3,3,2,8,Loyal Customers
CUST02258,117,6,4202.5599999999995,3,3,4,10,Champions
CUST02259,404,5,2225.2,1,3,2,6,At Risk
CUST02260,1,1,481.66,4,1,1,6,Promising / New
CUST02261,385,9,4680.75,1,4,4,9,At Risk
CUST02262,1,7,3031.6,4,4,3,11,Champions
CUST02263,324,3,1538.6799999999998,1,2,2,5,Hibernating / Lost
CUST02264,243,4,2691.29,2,2,3,7,Needs Attention
CUST02265,376,8,3894.88,1,4,4,9,At Risk
CUST02266,470,1,221.79,1,1,1,3,Hibernating / Lost
CUST02267,129,7,4212.68,3,4,4,11,Champions
CUST02269,371,4,868.71,1,2,1,4,Hibernating / Lost
CUST02270,5,4,2328.1400000000003,4,2,3,9,Loyal Customers
CUST02271,13,8,4856.01,4,4,4,12,Champions
CUST02272,90,4,2144.23,3,2,2,7,Loyal Customers
CUST02273,355,5,3308.8,1,3,3,7,At Risk
CUST02274,96,11,3428.05,3,4,3,10,Champions
CUST02275,404,10,8055.18,1,4,4,9,At Risk
CUST02276,142,3,1340.3600000000001,3,2,2,7,Loyal Customers
CUST02277,431,1,78.22,1,1,1,3,Hibernating / Lost
CUST02278,134,3,2319.8199999999997,3,2,3,8,Loyal Customers
CUST02280,109,8,4260.900000000001,3,4,4,11,Champions
CUST02281,68,6,3632.1899999999996,3,3,4,10,Champions
CUST02282,333,1,46.73,1,1,1,3,Hibernating / Lost
CUST02283,326,9,2484.23,1,4,3,8,At Risk
CUST02284,51,9,5879.29,4,4,4,12,Champions
CUST02285,76,4,3187.27,3,2,3,8,Loyal Customers
CUST02286,62,2,1653.0,3,1,2,6,Promising / New
CUST02287,8,2,232.94,4,1,1,6,Promising / New
CUST02288,62,6,3262.0699999999997,3,3,3,9,Champions
CUST02289,7,8,4747.23,4,4,4,12,Champions
CUST02290,245,5,3464.67,2,3,3,8,Needs Attention
CUST02291,163,2,977.64,2,1,1,4,Other
CUST02292,269,3,786.56,2,2,1,5,Needs Attention
CUST02293,401,2,409.37,1,1,1,3,Hibernating / Lost
CUST02294,33,5,2900.98,4,3,3,10,Champions
CUST02295,24,6,2644.1099999999997,4,3,3,10,Champions
CUST02296,36,5,4109.3,4,3,4,11,Champions
CUST02297,219,5,3009.49,2,3,3,8,Needs Attention
CUST02298,119,4,3829.95,3,2,4,9,Loyal Customers
CUST02299,286,6,5412.72,1,3,4,8,At Risk
CUST02300,18,2,232.73000000000002,4,1,1,6,Promising / New
CUST02301,232,12,7104.41,2,4,4,10,Needs Attention
CUST02302,334,4,2208.87,1,2,2,5,Hibernating / Lost
CUST02303,218,2,953.74,2,1,1,4,Other
CUST02304,34,1,236.13,4,1,1,6,Promising / New
CUST02305,1,5,2995.79,4,3,3,10,Champions
CUST02306,417,3,642.82,1,2,1,4,Hibernating / Lost
CUST02307,199,14,6035.91,2,4,4,10,Needs Attention
CUST02308,286,8,2658.6499999999996,1,4,3,8,At Risk
CUST02309,52,6,1841.0800000000002,4,3,2,9,Loyal Customers
CUST02310,140,3,2295.34,3,2,2,7,Loyal Customers
CUST02311,241,11,4502.63,2,4,4,10,Needs Attention
CUST02312,391,4,1764.47,1,2,2,5,Hibernating / Lost
CUST02313,212,3,527.7199999999999,2,2,1,5,Needs Attention
CUST02314,144,5,2859.7599999999998,3,3,3,9,Champions
CUST02315,322,2,1955.51,1,1,2,4,Hibernating / Lost
CUST02316,444,5,3897.77,1,3,4,8,At Risk
CUST02318,204,6,2553.48,2,3,3,8,Needs Attention
CUST02319,40,4,1606.0,4,2,2,8,Loyal Customers
CUST02320,82,2,1070.12,3,1,1,5,Promising / New
CUST02321,254,3,2465.91,2,2,3,7,Needs Attention
CUST02322,302,4,1370.46,1,2,2,5,Hibernating / Lost
CUST02323,219,4,1997.9500000000005,2,2,2,6,Needs Attention
CUST02324,33,3,1137.8400000000001,4,2,1,7,Loyal Customers
CUST02325,94,5,2295.1,3,3,2,8,Loyal Customers
CUST02326,50,7,3312.42,4,4,3,11,Champions
CUST02327,326,6,3789.8199999999997,1,3,4,8,At Risk
CUST02328,248,4,1261.41,2,2,1,5,Needs Attention
CUST02329,410,3,2454.79,1,2,3,6,Hibernating / Lost
CUST02330,406,4,3619.9900000000002,1,2,4,7,Hibernating / Lost
CUST02331,228,5,1755.29,2,3,2,7,Needs Attention
CUST02332,13,3,2103.96,4,2,2,8,Loyal Customers
CUST02333,215,6,5108.75,2,3,4,9,Needs Attention
CUST02334,66,2,1513.92,3,1,2,6,Promising / New
CUST02335,176,4,1435.8899999999999,2,2,2,6,Needs Attention
CUST02336,175,6,2762.53,2,3,3,8,Needs Attention
CUST02337,225,7,2763.26,2,4,3,9,Needs Attention
CUST02338,56,2,793.4399999999999,4,1,1,6,Promising / New
CUST02339,470,4,5552.5199999999995,1,2,4,7,Hibernating / Lost
CUST02340,415,7,4192.42,1,4,4,9,At Risk
CUST02341,228,5,2541.6400000000003,2,3,3,8,Needs Attention
CUST02342,229,3,1812.61,2,2,2,6,Needs Attention
CUST02343,123,3,501.71,3,2,1,6,Loyal Customers
CUST02344,84,6,5283.65,3,3,4,10,Champions
CUST02345,98,6,4897.84,3,3,4,10,Champions
CUST02346,360,7,6194.2,1,4,4,9,At Risk
CUST02347,225,6,2890.92,2,3,3,8,Needs Attention
CUST02348,86,5,5381.13,3,3,4,10,Champions
CUST02349,87,5,1954.7800000000002,3,3,2,8,Loyal Customers
CUST02350,94,5,1975.9,3,3,2,8,Loyal Customers
CUST02351,116,6,3526.47,3,3,3,9,Champions
CUST02352,63,4,473.61,3,2,1,6,Loyal Customers
CUST02353,60,4,1658.21,3,2,2,7,Loyal Customers
CUST02354,263,5,2425.9700000000003,2,3,3,8,Needs Attention
CUST02355,162,4,1530.95,2,2,2,6,Needs Attention
CUST02357,142,6,2713.17,3,3,3,9,Champions
CUST02358,258,4,3420.38,2,2,3,7,Needs Attention
CUST02359,84,10,6953.84,3,4,4,11,Champions
CUST02360,409,1,796.23,1,1,1,3,Hibernating / Lost
CUST02361,154,3,505.65,3,2,1,6,Loyal Customers
CUST02362,69,9,5995.820000000001,3,4,4,11,Champions
CUST02363,3,6,1911.49,4,3,2,9,Loyal Customers
CUST02364,264,3,1201.08,2,2,1,5,Needs Attention
CUST02365,58,3,676.94,4,2,1,7,Loyal Customers
CUST02366,412,3,2821.56,1,2,3,6,Hibernating / Lost
CUST02367,212,3,2370.61,2,2,3,7,Needs Attention
CUST02368,376,5,1603.0400000000002,1,3,2,6,At Risk
CUST02369,355,5,4671.03,1,3,4,8,At Risk
CUST02370,234,4,1592.7500000000002,2,2,2,6,Needs Attention
CUST02372,8,6,1625.6299999999999,4,3,2,9,Loyal Customers
CUST02373,323,2,248.26999999999998,1,1,1,3,Hibernating / Lost
CUST02374,228,2,1676.87,2,1,2,5,Other
CUST02375,140,3,2311.21,3,2,2,7,Loyal Customers
CUST02376,3,4,1256.6200000000001,4,2,1,7,Loyal Customers
CUST02377,47,8,4526.52,4,4,4,12,Champions
CUST02378,328,7,4396.74,1,4,4,9,At Risk
CUST02379,7,1,41.1,4,1,1,6,Promising / New
CUST02380,79,6,4298.4,3,3,4,10,Champions
CUST02381,270,2,1118.03,2,1,1,4,Other
CUST02382,182,3,1384.19,2,2,2,6,Needs Attention
CUST02383,5,4,2908.29,4,2,3,9,Loyal Customers
CUST02384,220,4,4093.48,2,2,4,8,Needs Attention
CUST02385,122,4,2205.69,3,2,2,7,Loyal Customers
CUST02387,8,6,2209.0299999999997,4,3,2,9,Loyal Customers
CUST02388,4,3,2336.13,4,2,3,9,Loyal Customers
CUST02389,11,5,3593.16,4,3,4,11,Champions
CUST02390,35,2,1514.58,4,1,2,7,Promising / New
CUST02391,262,8,4662.9,2,4,4,10,Needs Attention
CUST02392,400,2,1387.2,1,1,2,4,Hibernating / Lost
CUST02393,70,5,2612.62,3,3,3,9,Champions
CUST02394,320,10,7394.47,1,4,4,9,At Risk
CUST02395,235,2,1667.8,2,1,2,5,Other
CUST02396,156,1,424.54,3,1,1,5,Promising / New
CUST02397,13,3,1097.04,4,2,1,7,Loyal Customers
CUST02398,252,7,3080.87,2,4,3,9,Needs Attention
CUST02399,77,7,4380.51,3,4,4,11,Champions
CUST02400,68,4,3659.3900000000003,3,2,4,9,Loyal Customers
CUST02401,460,4,1497.83,1,2,2,5,Hibernating / Lost
CUST02402,127,5,2622.2999999999997,3,3,3,9,Champions
CUST02403,29,5,1225.67,4,3,1,8,Loyal Customers
CUST02404,166,3,2662.27,2,2,3,7,Needs Attention
CUST02405,133,2,448.70000000000005,3,1,1,5,Promising / New
CUST02407,297,6,2905.44,1,3,3,7,At Risk
CUST02408,74,4,1733.08,3,2,2,7,Loyal Customers
CUST02409,208,4,2213.69,2,2,2,6,Needs Attention
CUST02410,408,5,2834.12,1,3,3,7,At Risk
CUST02411,208,2,1058.41,2,1,1,4,Other
CUST02412,434,1,1126.77,1,1,1,3,Hibernating / Lost
CUST02413,8,3,2496.75,4,2,3,9,Loyal Customers
CUST02414,155,7,3214.1499999999996,3,4,3,10,Champions
CUST02415,299,6,1988.8,1,3,2,6,At Risk
CUST02416,181,5,3344.1400000000003,2,3,3,8,Needs Attention
CUST02417,185,3,1689.88,2,2,2,6,Needs Attention
CUST02418,322,4,2387.53,1,2,3,6,Hibernating / Lost
CUST02419,289,4,2829.94,1,2,3,6,Hibernating / Lost
CUST02420,255,8,4969.37,2,4,4,10,Needs Attention
CUST02421,386,3,1446.5300000000002,1,2,2,5,Hibernating / Lost
CUST02422,110,5,2251.54,3,3,2,8,Loyal Customers
CUST02423,141,7,2682.39,3,4,3,10,Champions
CUST02424,40,6,4360.59,4,3,4,11,Champions
CUST02425,222,7,4640.18,2,4,4,10,Needs Attention
CUST02426,115,6,2639.0299999999997,3,3,3,9,Champions
CUST02427,1,6,3915.1000000000004,4,3,4,11,Champions
CUST02428,194,5,3262.2999999999997,2,3,3,8,Needs Attention
CUST02429,54,4,2545.8,4,2,3,9,Loyal Customers
CUST02430,229,5,1560.6200000000001,2,3,2,7,Needs Attention
CUST02431,107,2,2090.03,3,1,2,6,Promising / New
CUST02432,234,8,6999.89,2,4,4,10,Needs Attention
CUST02433,239,8,5712.15,2,4,4,10,Needs Attention
CUST02434,340,6,3967.49,1,3,4,8,At Risk
CUST02435,57,2,725.04,4,1,1,6,Promising / New
CUST02436,149,2,1193.6100000000001,3,1,1,5,Promising / New
CUST02437,168,3,842.1300000000001,2,2,1,5,Needs Attention
CUST02438,121,5,3618.72,3,3,4,10,Champions
CUST02439,52,4,1953.81,4,2,2,8,Loyal Customers
CUST02440,268,4,1601.8400000000001,2,2,2,6,Needs Attention
CUST02441,299,3,543.0500000000001,1,2,1,4,Hibernating / Lost
CUST02442,514,1,565.9300000000001,1,1,1,3,Hibernating / Lost
CUST02443,73,2,1231.81,3,1,1,5,Promising / New
CUST02444,176,3,820.26,2,2,1,5,Needs Attention
CUST02446,8,5,3456.31,4,3,3,10,Champions
CUST02447,18,3,784.8299999999999,4,2,1,7,Loyal Customers
CUST02448,37,5,1768.2,4,3,2,9,Loyal Customers
CUST02449,52,5,2782.84,4,3,3,10,Champions
CUST02450,367,6,3013.2200000000003,1,3,3,7,At Risk
CUST02451,26,1,94.2,4,1,1,6,Promising / New
CUST02452,20,5,2117.63,4,3,2,9,Loyal Customers
CUST02453,22,12,5536.72,4,4,4,12,Champions
CUST02454,285,1,220.2,1,1,1,3,Hibernating / Lost
CUST02455,53,3,1341.24,4,2,2,8,Loyal Customers
CUST02456,204,8,2113.47,2,4,2,8,Needs Attention
CUST02457,38,1,59.09,4,1,1,6,Promising / New
CUST02458,8,4,2584.84,4,2,3,9,Loyal Customers
CUST02459,245,3,1144.44,2,2,1,5,Needs Attention
CUST02460,501,1,521.99,1,1,1,3,Hibernating / Lost
CUST02461,323,5,1985.1200000000001,1,3,2,6,At Risk
CUST02462,274,10,9387.380000000001,1,4,4,9,At Risk
CUST02463,172,7,2616.21,2,4,3,9,Needs Attention
